"geo","time","agriculture_percent_of_gdp","co2_emissions_tonnes_per_person","crude_birth_rate_births_per_1000_population","crude_death_rate_deaths_per_1000_population","exports_percent_of_gdp","gdppercapita_us_inflation_adjusted","imports_percent_of_gdp","life_expectancy_years","population_density_per_square_km","population_total"
"ben",1964,45.52815,0.0553,45.8,26.606,5.13734,544.42776,12.24317,43.34,22.93335,2585965
"ben",1965,44.61943,0.05711,46.06,26.036,7.26756,563.14644,14.90571,43.94,23.34477,2632356
"ben",1966,45.14782,0.04238,46.27,25.476,6.84654,572.45322,16.19606,44.56,23.78644,2682159
"ben",1967,42.08101,0.05228,46.44,24.94,7.66582,567.38363,19.77227,45.2,24.25778,2735307
"ben",1968,38.86807,0.05517,46.57,24.437,9.33464,577.30549,19.07659,45.86,24.75692,2791590
"ben",1969,38.49666,0.07075,46.67,23.967,11.77322,581.61037,21.42851,46.53,25.28078,2850661
"ben",1970,36.32785,0.09695,46.75,23.525,15.17658,581.23512,24.46132,47.21,25.82778,2912340
"ben",1971,34.35774,0.09856,46.81,23.099,17.7858,560.18011,27.83261,47.59,26.39741,2976572
"ben",1972,34.23102,0.12771,46.87,22.679,14.3844,583.05624,26.80015,48.2,26.99155,3043567
"ben",1973,33.62392,0.12248,46.93,22.256,15.66198,591.05053,25.95017,48.74,27.61329,3113675
"ben",1974,31.5337,0.1277,46.99,21.827,14.31676,596.65771,29.49465,49.24,28.26722,3187412
"ben",1975,30.53867,0.13589,47.05,21.397,14.52825,553.93665,33.41298,49.57,28.95677,3265165
"ben",1976,33.19651,0.07778,47.1,20.978,12.99125,545.14358,31.02851,49.96,29.68405,3347173
"ben",1977,31.85509,0.08651,47.16,20.578,16.1789,557.93223,34.78078,50.3,30.44909,3433439
"ben",1978,34.54214,0.10302,47.2,20.198,16.52509,550.4265,34.54536,50.66,31.25167,3523938
"ben",1979,34.99289,0.10134,47.22,19.836,17.51638,571.07251,37.02179,51.06,32.09051,3618526
"ben",1980,35.43269,0.1391,47.23,19.477,15.81651,593.61956,37.32211,51.53,32.96528,3717165
"ben",1981,32.66465,0.11231,47.23,19.105,15.9305,635.11749,43.95887,52,33.8784,3820128
"ben",1982,32.5012,0.12511,47.22,18.707,17.77104,631.52714,40.0863,52.49,34.83251,3927714
"ben",1983,33.15764,0.11255,47.19,18.274,13.76429,587.28763,31.57772,52.96,35.82786,4039949
"ben",1984,33.31156,0.12086,47.15,17.806,19.57938,616.0375,30.93193,53.31,36.8643,4156819
"ben",1985,31.54555,0.17399,47.09,17.303,23.65262,643.58748,36.6486,53.72,37.94343,4278501
"ben",1986,33.67106,0.15569,47,16.769,16.67592,638.74904,32.6155,54.27,39.06089,4404506
"ben",1987,33.27995,0.11886,46.88,16.221,15.26753,611.02814,30.95061,54.78,40.22049,4535263
"ben",1988,34.38009,0.1185,46.72,15.678,13.80374,613.23118,32.08309,55.21,41.44069,4672852
"ben",1989,37.85688,0.13086,46.53,15.156,13.49543,577.53988,24.80494,55.34,42.7458,4820016
"ben",1990,34.65495,0.14216,46.3,14.68,19.1813,609.34562,26.53888,55.46,44.15126,4978496
"ben",1991,35.04377,0.15951,46.03,14.272,21.00249,614.00529,30.34223,55.61,45.66778,5149499
"ben",1992,33.9419,0.1685,45.72,13.94,23.23915,610.5509,33.5016,55.99,47.28452,5331803
"ben",1993,34.11946,0.20521,45.38,13.683,22.46438,623.95366,32.91742,56.35,48.96916,5521763
"ben",1994,32.29399,0.2214,45.01,13.494,28.32702,615.12045,36.07346,56.36,50.67595,5714220
"ben",1995,33.09016,0.22478,44.63,13.359,27.36894,631.17122,36.4312,56.46,52.37281,5905558
"ben",1996,35.7053,0.20759,44.24,13.255,26.49881,638.07633,30.01898,56.43,54.04628,6094259
"ben",1997,35.78193,0.19381,43.85,13.155,27.17613,654.54281,31.5355,56.85,55.70804,6281639
"ben",1998,36.57665,0.18759,43.47,13.036,27.09294,660.63178,32.50069,57.07,57.38085,6470265
"ben",1999,23.18097,0.23441,43.09,12.884,23.68818,675.67748,40.98182,57.34,59.09984,6664098
"ben",2000,22.88979,0.23286,42.71,12.69,21.14039,694.24375,34.8513,57.56,60.88995,6865951
"ben",2001,22.95007,0.2565,42.31,12.451,20.34916,709.46936,36.92676,57.76,62.75925,7076733
"ben",2002,23.87036,0.285,41.9,12.18,20.18788,720.16828,31.29638,58.24,64.69842,7295394
"ben",2003,22.80818,0.31304,41.45,11.891,18.98405,722.6672,29.7383,58.59,66.69524,7520555
"ben",2004,24.75509,0.32364,40.98,11.592,18.81855,732.33542,27.5517,59.02,68.73008,7750004
"ben",2005,24.71387,0.29999,40.48,11.293,18.93204,723.19996,26.88452,59.47,70.78951,7982225
"ben",2006,25.23709,0.47127,39.95,11.006,18.52802,730.27526,28.32385,59.86,72.87066,8216896
"ben",2007,24.27473,0.53174,39.42,10.739,22.58651,752.21521,35.21846,60.27,74.98041,8454791
"ben",2008,23.96919,0.50724,38.89,10.497,22.85464,767.03182,33.64328,60.78,77.12767,8696916
"ben",2009,23.76761,0.52106,38.36,10.282,20.37181,763.15472,32.32872,61.37,79.32517,8944706
"ben",2010,22.73623,0.55328,37.85,10.093,23.78773,757.69591,37.20526,61.82,81.58264,9199259
"ben",2011,22.84389,0.55969,37.36,9.926,21.38208,758.57752,34.19397,62.24,83.90211,9460802
"ben",2012,22.30364,0.56235,36.89,9.77,24.59335,773.18272,35.07604,62.63,86.28201,9729160
"ben",2013,21.34568,0.58096,36.44,9.618,28.15146,805.96716,41.30324,63.02,88.7234,10004451
"ben",2014,21.46474,0.61421,36.01,9.469,32.07626,833.64088,44.45255,63.41,91.22661,10286712
"bfa",1960,38.48453,0.00911,47.24,28.562,4.86197,238.85456,15.8394,38.62,17.65091,4829288
"bfa",1961,38.30701,0.01873,47.22,28.147,5.42889,245.19858,15.78998,39.19,17.88955,4894580
"bfa",1962,37.85878,0.017,47.21,27.735,5.53198,256.77717,15.70596,39.77,18.12985,4960326
"bfa",1963,38.49363,0.0175,47.23,27.325,5.57949,250.11785,15.66901,40.36,18.37654,5027821
"bfa",1964,38.68111,0.02158,47.27,26.918,2.79884,252.26183,11.51844,40.94,18.63629,5098890
"bfa",1965,35.41478,0.01984,47.33,26.516,4.6526,257.91508,11.37662,41.55,18.914,5174870
"bfa",1966,36.2672,0.01953,47.39,26.123,5.05173,255.28153,11.64849,42.13,19.21185,5256363
"bfa",1967,33.41198,0.01922,47.43,25.741,4.92851,273.30022,13.92731,42.7,19.52858,5343019
"bfa",1968,31.59393,0.01889,47.45,25.371,6.20474,276.9742,15.28739,43.27,19.86126,5434041
"bfa",1969,32.01766,0.02189,47.46,25.009,5.81721,277.77409,16.53239,43.82,20.20531,5528174
"bfa",1970,30.51187,0.02543,47.46,24.653,5.45524,273.33152,16.14177,44.38,20.55775,5624600
"bfa",1971,30.59941,0.02627,47.5,24.3,5.51147,272.41046,19.93109,44.54,20.91879,5723381
"bfa",1972,31.9021,0.0277,47.59,23.944,6.39973,273.83695,21.289,45.03,21.29084,5825173
"bfa",1973,29.39852,0.02844,47.73,23.575,6.3118,270.1829,22.91954,45.29,21.67574,5930483
"bfa",1974,30.82462,0.034,47.93,23.186,8.32076,287.26456,24.47292,45.69,22.07617,6040041
"bfa",1975,28.86616,0.03575,48.17,22.754,7.34825,290.37311,30.15112,46.07,22.49468,6154545
"bfa",1976,29.01546,0.03331,48.42,22.258,8.20525,309.15385,27.00824,46.42,22.93142,6274037
"bfa",1977,28.42249,0.03897,48.67,21.694,7.96027,304.24223,30.44327,46.78,23.38792,6398935
"bfa",1978,30.1206,0.05334,48.87,21.072,7.46842,311.83418,27.75083,47.27,23.86995,6530819
"bfa",1979,29.37995,0.06101,49.02,20.409,8.24613,316.43775,29.28244,47.77,24.38471,6671656
"bfa",1980,28.44634,0.06342,49.1,19.739,8.95052,311.89157,31.26251,48.21,24.93729,6822843
"bfa",1981,29.80398,0.0798,49.09,19.1,9.27641,317.60755,31.43511,48.61,25.53056,6985160
"bfa",1982,27.51931,0.08043,49.01,18.527,8.19572,339.56329,31.62404,48.95,26.16321,7158255
"bfa",1983,27.61483,0.08092,48.87,18.048,7.88415,332.26018,29.57415,49.24,26.83079,7340905
"bfa",1984,28.49884,0.06184,48.68,17.673,10.96091,318.10243,28.75779,49.65,27.52647,7531242
"bfa",1985,33.90417,0.06169,48.46,17.407,9.92146,336.41159,31.02608,50.08,28.24527,7727907
"bfa",1986,29.36043,0.06057,48.22,17.241,8.99056,353.88802,28.97117,50.25,28.98645,7930694
"bfa",1987,27.81633,0.06352,47.98,17.142,11.35882,343.97045,28.08113,50.32,29.75173,8140073
"bfa",1988,28.5467,0.06626,47.76,17.082,10.9987,354.48898,27.13098,50.22,30.54205,8356305
"bfa",1989,27.62771,0.09574,47.57,17.041,8.74886,352.67786,23.6459,50.58,31.359,8579823
"bfa",1990,27.95002,0.06617,47.42,17.005,10.96669,341.35262,24.45596,50.61,32.20407,8811034
"bfa",1991,29.79327,0.06929,47.3,16.963,10.44755,362.47892,23.34869,50.68,33.07779,9050084
"bfa",1992,28.80981,0.06784,47.2,16.91,8.84648,353.66879,19.52754,50.62,33.98068,9297113
"bfa",1993,30.23105,0.06564,47.11,16.843,8.95154,356.12886,20.67354,50.66,34.91402,9552476
"bfa",1994,32.94777,0.06575,47.03,16.75,14.20162,351.10446,25.0276,50.68,35.87934,9816588
"bfa",1995,33.21722,0.06215,46.94,16.626,14.14056,361.12142,26.60691,50.68,36.87821,10089878
"bfa",1996,36.37917,0.06823,46.84,16.471,10.56361,389.96545,27.61669,50.39,37.91208,10372745
"bfa",1997,33.73878,0.07564,46.73,16.287,10.81253,403.21694,26.60389,50.86,38.98226,10665546
"bfa",1998,36.56356,0.07856,46.6,16.074,12.8081,420.72345,28.13168,51.35,40.09037,10968724
"bfa",1999,30.58142,0.08255,46.45,15.828,9.51837,439.29973,24.16796,51.79,41.23794,11282701
"bfa",2000,30.78931,0.08972,46.26,15.539,9.5326,434.76333,24.97978,52.16,42.42669,11607942
"bfa",2001,36.18426,0.0835,46.03,15.197,9.24341,450.45228,23.12583,52.64,43.65712,11944587
"bfa",2002,35.78035,0.08173,45.78,14.801,9.17668,456.73413,21.69622,53.12,44.93092,12293100
"bfa",2003,34.36555,0.08519,45.49,14.354,8.71021,478.30435,22.02231,53.8,46.25227,12654621
"bfa",2004,31.61584,0.08471,45.16,13.863,11.32844,485.3074,25.80014,54.38,47.62635,13030569
"bfa",2005,35.29344,0.08388,44.79,13.336,9.744,511.96759,25.79172,55.06,49.05676,13421930
"bfa",2006,33.95874,0.09838,44.38,12.785,11.57503,527.96235,25.38254,55.61,50.54524,13829177
"bfa",2007,29.93549,0.11553,43.91,12.225,10.5497,541.2687,24.87483,56.18,52.09072,14252021
"bfa",2008,37.00497,0.13056,43.39,11.672,9.9673,563.44707,26.34324,56.85,53.69052,14689726
"bfa",2009,32.39291,0.12763,42.84,11.141,12.69935,562.84194,27.72151,57.4,55.34027,15141099
"bfa",2010,32.54026,0.12572,42.26,10.645,19.22674,575.44645,29.64009,57.89,57.03661,15605217
"bfa",2011,30.79102,0.1375,41.68,10.194,25.00369,595.39325,33.1503,58.43,58.77889,16081904
"bfa",2012,31.4834,0.15866,41.1,9.787,25.51852,615.09708,37.16053,58.89,60.56731,16571216
"bfa",2013,31.66616,0.17913,40.55,9.423,26.16619,631.61218,41.10186,59.37,62.4003,17072723
"bfa",2014,31.36401,0.16202,40.02,9.101,25.92944,639.70955,34.93506,59.83,64.27623,17585977
"bgd",1960,57.47431,0.04593,49.02,20.258,9.99669,370.59417,9.30726,43.83,370.28307,48199747
"bgd",1961,57.98824,0.04622,49.11,19.755,10.78235,382.00477,11.7,44.33,380.98488,49592802
"bgd",1962,57.01857,0.04936,49.15,19.262,10.74675,391.48918,10.8081,44.85,392.02686,51030137
"bgd",1963,57.14667,0.05512,49.14,18.788,9.98349,378.55995,11.65628,45.34,403.56777,52532417
"bgd",1964,53.35684,0.055,49.09,18.352,10.02841,407.63312,14.12186,45.79,415.83391,54129100
"bgd",1965,52.81869,0.05595,49,18.015,9.66272,401.53342,13.3666,46.07,428.93169,55834038
"bgd",1966,53.94737,0.05512,48.86,17.851,10.28428,398.70816,12.65182,46.11,443.059,57672990
"bgd",1967,55.85248,0.05659,48.67,17.886,9.30614,378.44833,12.59572,45.87,458.02158,59620669
"bgd",1968,53.55574,0.06283,48.43,18.105,8.33081,401.18045,11.60633,45.37,473.06962,61579473
"bgd",1969,55.41282,0.05917,48.15,18.463,8.14599,394.3096,11.66533,44.68,487.18901,63417394
"bgd",1970,54.5615,0.05852,47.83,18.851,8.31311,406.03071,12.50748,43.97,499.71399,65047770
"bgd",1971,51.03131,0.05433,47.47,19.133,6.29149,375.82658,10.72758,44.35,510.29226,66424744
"bgd",1972,59.60991,0.05191,47.08,19.204,5.67473,317.7006,13.73256,52.07,519.30145,67597470
"bgd",1973,56.63885,0.0663,46.67,19.001,6.53941,323.03959,11.85525,52.09,527.70366,68691185
"bgd",1974,56.63655,0.06669,46.25,18.515,3.70108,347.98063,10.34855,51.45,536.8704,69884420
"bgd",1975,61.95414,0.06829,45.81,17.798,2.89508,327.10095,8.10055,52.41,547.79076,71305923
"bgd",1976,51.91446,0.0763,45.38,16.946,4.74608,337.60269,17.63619,52.61,560.79846,72999136
"bgd",1977,48.89806,0.07757,44.95,16.089,7.04075,337.71329,12.38145,52.84,575.60034,74925896
"bgd",1978,54.25031,0.07812,44.51,15.33,5.55766,351.70771,15.48085,53.13,591.79416,77033846
"bgd",1979,52.45201,0.0839,44.06,14.706,6.10922,358.34779,15.79784,53.49,608.71765,79236776
"bgd",1980,32.82389,0.09376,43.57,14.226,5.49428,351.3761,17.88295,53.82,625.88046,81470860
"bgd",1981,31.95152,0.09474,43.03,13.86,5.13086,366.66631,14.1163,54.11,643.16869,83721268
"bgd",1982,31.4417,0.09998,42.43,13.538,5.0753,364.53822,15.53162,54.39,660.73082,86007331
"bgd",1983,31.04603,0.09323,41.76,13.205,5.60385,368.69403,14.71303,54.79,678.63749,88338242
"bgd",1984,34.69863,0.10055,41.01,12.844,3.39626,376.20766,13.41547,55.27,697.02975,90732362
"bgd",1985,33.00673,0.10981,40.18,12.448,5.38448,378.48746,12.83771,55.26,715.98575,93199865
"bgd",1986,32.36915,0.11973,39.28,12.02,5.18293,383.81248,11.83581,56.23,735.51841,95742431
"bgd",1987,32.6639,0.12063,38.34,11.58,4.99005,387.75587,11.69775,56.74,755.50287,98343809
"bgd",1988,31.31918,0.13415,37.36,11.144,5.4283,386.7756,12.24976,57.1,775.71884,100975321
"bgd",1989,30.56164,0.12987,36.37,10.717,5.54014,387.67287,12.78503,57.97,795.87641,103599232
"bgd",1990,30.48983,0.14628,35.38,10.3,5.90832,399.48394,13.05819,58.11,815.76893,106188642
"bgd",1991,31.67702,0.14661,34.43,9.891,6.66261,403.7538,12.22721,56.47,835.27258,108727432
"bgd",1992,30.51753,0.15958,33.52,9.488,7.58668,416.18052,12.34733,59.75,854.43603,111221938
"bgd",1993,27.32109,0.1531,32.65,9.094,9.01727,426.30944,14.10431,60.53,873.43581,113695139
"bgd",1994,26.72554,0.16327,31.83,8.711,9.00154,433.41234,13.86432,61.29,892.54258,116182267
"bgd",1995,27.30437,0.19221,31.06,8.346,10.86463,445.91892,17.34486,61.73,911.93724,118706871
"bgd",1996,23.26621,0.19815,30.33,8.005,9.70651,456.23771,16.36958,62.62,931.62514,121269645
"bgd",1997,23.24614,0.20237,29.64,7.692,10.52037,466.77254,15.80514,63.5,951.48375,123854640
"bgd",1998,22.58742,0.19018,28.96,7.409,11.75733,480.86883,16.12273,64.34,971.40635,126447965
"bgd",1999,22.65841,0.19559,28.29,7.159,11.75864,493.25522,16.6293,65.16,991.23985,129029691
"bgd",2000,22.71815,0.2118,27.63,6.939,12.3442,509.29343,16.97751,65.48,1010.84154,131581243
"bgd",2001,21.84834,0.24202,26.95,6.747,13.38656,525.07211,18.71146,66.02,1030.24629,134107160
"bgd",2002,20.58413,0.24676,26.25,6.578,12.40997,535.24672,16.55741,66.52,1049.40207,136600667
"bgd",2003,19.81272,0.2566,25.55,6.425,11.43115,550.86281,16.22674,67.07,1067.98034,139019001
"bgd",2004,19.26696,0.26682,24.85,6.286,11.14651,570.33674,15.71173,67.64,1085.5611,141307489
"bgd",2005,18.57104,0.27525,24.15,6.155,14.39284,598.61743,20.00409,68.04,1101.87525,143431101
"bgd",2006,18.03402,0.29953,23.48,6.032,16.35346,630.04818,21.75846,68.5,1116.75504,145368004
"bgd",2007,17.80654,0.30163,22.86,5.917,16.99533,666.40145,22.94705,68.91,1130.36177,147139191
"bgd",2008,17.5957,0.33273,22.28,5.808,17.65886,698.56489,24.96206,69.55,1143.1652,148805814
"bgd",2009,17.10463,0.35716,21.76,5.707,16.94013,725.76626,23.15266,70.07,1155.83243,150454708
"bgd",2010,17.00118,0.39394,21.3,5.614,16.02411,757.67176,21.77873,70.39,1168.84921,152149102
"bgd",2011,16.80999,0.41201,20.88,5.53,19.92207,797.41168,27.49877,70.98,1182.39161,153911916
"bgd",2012,16.17756,0.43349,20.5,5.457,20.16159,839.51369,27.94933,71.25,1196.33597,155727053
"bgd",2013,15.49328,0.4424,20.14,5.397,19.53787,879.58197,26.75853,71.63,1210.50389,157571292
"bgd",2014,15.35162,0.45914,19.8,5.349,18.98966,922.16113,25.52442,72.03,1224.59306,159405279
"bgr",1980,14.4186,8.72726,14.94,10.923,35.70781,3223.80899,30.68861,71.25,81.7868,8878775
"bgr",1981,16.62557,9.02227,14.59,11.069,35.63844,3370.52919,34.52261,71.41,82.02901,8905069
"bgr",1982,17.17782,10.09232,14.27,11.21,34.28291,3439.02826,33.21649,71.27,82.26484,8930671
"bgr",1983,14.47948,10.09328,14,11.349,37.14824,3548.13215,36.93962,71.41,82.4712,8953074
"bgr",1984,15.81262,9.74107,13.78,11.488,40.13116,3660.06888,38.24615,71.38,82.61658,8968856
"bgr",1985,11.86858,9.97637,13.58,11.628,42.79513,3758.34003,43.20224,71.34,82.67586,8975291
"bgr",1986,12.91955,10.20102,13.37,11.773,40.03364,3917.5148,43.46992,71.53,82.64986,8972469
"bgr",1987,11.79619,10.22654,13.12,11.926,40.7853,4148.59381,42.62235,71.55,82.53935,8960472
"bgr",1988,11.45935,9.76766,12.8,12.089,45.56567,4597.47543,45.89609,71.6,82.31906,8936557
"bgr",1989,10.94186,9.74878,12.4,12.264,46.42059,4498.55198,48.15838,71.59,81.95879,8897446
"bgr",1990,17.74597,8.42408,11.93,12.458,33.11919,4162.8157,36.72787,71.48,81.44225,8841371
"bgr",1991,15.39057,6.56446,11.39,12.68,43.47826,3849.1863,39.20413,71.35,80.75617,8766890
"bgr",1992,11.61803,6.24759,10.81,12.928,47.11155,3607.79367,52.93825,71.26,79.92118,8676243
"bgr",1993,9.93443,7.91306,10.24,13.196,38.20676,3582.85612,45.83473,71.22,78.99677,8575889
"bgr",1994,11.49163,6.391,9.688,13.472,45.04756,3660.40198,45.67256,70.94,78.06438,8474669
"bgr",1995,13.05911,6.92247,9.194,13.74,51.92103,3781.90349,49.90614,71.02,77.18478,8379180
"bgr",1996,11.58048,6.82111,8.781,13.975,58.97681,3828.24642,45.38905,70.88,76.38055,8291872
"bgr",1997,20.59739,6.28573,8.461,14.164,50.10923,3809.68651,37.28416,70.63,75.64228,8211726
"bgr",1998,13.75606,6.02127,8.24,14.299,43.08714,3967.99605,36.06286,71.13,74.95914,8137564
"bgr",1999,13.05957,5.45217,8.122,14.381,43.16873,3750.49383,47.78895,71.51,74.30806,8066883
"bgr",2000,11.03614,5.44288,8.116,14.42,36.47444,3955.2758,41.81989,71.75,73.67158,7997787
"bgr",2001,10.65886,5.85755,8.224,14.435,35.14866,4186.92042,44.53882,71.99,73.05219,7930546
"bgr",2002,9.76302,5.67432,8.422,14.448,33.90858,4532.85387,41.94551,72.25,72.45842,7866086
"bgr",2003,9.1076,6.06211,8.683,14.476,34.68315,4804.48436,44.94189,72.46,71.88542,7803881
"bgr",2004,8.45686,6.04421,8.978,14.526,41.27208,5152.41401,52.50857,72.56,71.32704,7743264
"bgr",2005,7.28847,6.2361,9.269,14.595,42.86345,5561.16384,57.63358,72.66,70.77895,7683763
"bgr",2006,6.11769,6.4251,9.516,14.675,47.32156,5988.77095,64.5383,72.79,70.23728,7624959
"bgr",2007,4.64995,6.90566,9.7,14.752,52.38019,6476.0542,71.21172,73.06,69.70292,7566949
"bgr",2008,5.87705,6.75606,9.806,14.815,52.54337,6914.39843,72.30149,73.35,69.18138,7510331
"bgr",2009,4.23835,5.72229,9.832,14.864,42.33201,6709.52731,50.60909,73.61,68.68119,7456030
"bgr",2010,4.15874,5.95766,9.788,14.901,50.17892,6843.26695,53.02841,73.86,68.20735,7404590
"bgr",2011,4.59517,6.70818,9.702,14.931,59.06904,7019.17405,58.69288,74.31,67.76173,7356213
"bgr",2012,4.55956,6.11569,9.606,14.964,60.80182,7062.13498,63.97452,74.69,67.33956,7310383
"bgr",2013,4.59526,5.44993,9.529,15.004,64.65252,7162.99779,65.0623,74.9,66.93203,7266141
"bgr",2014,4.56579,5.87307,9.48,15.054,65.01243,7299.54877,65.95552,74.97,66.52676,7222145
"bhs",1984,2.04302,8.06687,26.25,5.647,63.58826,28004.86701,58.3068,69.22,22.97852,230015
"bhs",1985,1.9046,6.43753,25.8,5.61,64.7908,28772.84651,59.27091,69.18,23.44525,234687
"bhs",1986,1.81193,5.90386,25.27,5.575,63.818,28745.57251,57.90495,69.34,23.88921,239131
"bhs",1987,1.82756,5.84567,24.76,5.544,61.32277,29085.10964,55.80324,69.59,24.31499,243393
"bhs",1989,2.01251,7.73153,24.06,5.502,53.83148,30692.41389,57.16884,70.27,25.15974,251849
"bhs",1990,2.20853,7.6105,23.86,5.495,54.16077,29673.81103,55.95925,70.54,25.60799,256336
"bhs",1991,2.83373,6.82517,23.7,5.5,50.95109,27912.42205,55.16753,70.8,26.08551,261116
"bhs",1992,2.66301,6.73782,23.49,5.516,50.24702,26338.44977,51.21454,70.77,26.58681,266134
"bhs",1993,2.46129,6.27473,23.17,5.542,51.96669,25929.35258,51.39327,70.88,27.08941,271165
"bhs",1994,2.67508,6.11399,22.72,5.575,51.02148,26287.30994,53.38048,70.64,27.56194,275895
"bhs",1995,2.83415,6.00804,22.11,5.607,49.54914,27021.62398,54.9163,70.57,27.98701,280150
"bhs",1996,2.64691,5.87929,21.34,5.632,48.03768,27801.66246,57.81906,70.71,28.35065,283790
"bhs",1997,1.56182,4.75354,20.46,5.644,36.8804,28060.56751,42.85448,70.82,28.66833,286970
"bhs",1998,1.37856,5.79013,19.51,5.642,34.65716,29071.01194,43.06901,70.96,28.97702,290060
"bhs",1999,1.26759,5.70837,18.54,5.627,36.45689,30775.25652,39.24585,71.1,29.32787,293572
"bhs",2000,1.34465,5.60101,17.62,5.605,38.04756,31587.59103,41.59738,71.28,29.75924,297890
"bhs",2001,1.19863,5.17748,16.82,5.583,34.07259,31856.08584,38.42829,71.47,30.28322,303135
"bhs",2002,1.51332,5.10035,16.2,5.57,36.17545,32080.35346,34.10253,71.64,30.88482,309157
"bhs",2003,1.34722,4.8081,15.75,5.571,35.81023,31013.63921,35.25331,72.16,31.54306,315746
"bhs",2004,1.16175,5.34372,15.49,5.59,38.21523,30629.72917,37.78675,72.74,32.22038,322526
"bhs",2005,1.06444,5.2903,15.4,5.625,38.75989,31023.04722,42.63638,72.98,32.89201,329249
"bhs",2006,1.17042,4.95732,15.43,5.672,38.30928,31180.61512,49.24144,73.32,33.54945,335830
"bhs",2007,1.09339,4.93821,15.52,5.726,40.09195,31031.231,47.92086,73.63,34.1986,342328
"bhs",2008,1.04313,4.29091,15.6,5.782,39.49363,29758.2498,47.93559,73.71,34.83277,348676
"bhs",2009,0.90964,4.62953,15.65,5.838,34.19068,28019.14864,42.33036,73.79,35.45015,354856
"bhs",2010,1.09749,4.58334,15.64,5.895,34.95329,27979.11493,43.72232,73.79,36.04715,360832
"bhs",2011,1.0923,5.09183,15.57,5.954,37.43527,27710.10196,50.89842,73.76,36.62018,366568
"bhs",2012,1.07271,5.29294,15.46,6.018,38.12695,28145.35866,46.12378,73.69,37.16673,372039
"bhs",2013,0.9146,7.42654,15.34,6.09,39.94975,27643.39521,45.56532,73.7,37.68631,377240
"bhs",2014,0.8524,6.32326,15.2,6.17,37.86608,27246.48486,49.84622,73.77,38.17872,382169
"blr",1990,22.94688,9.71714,13.8,11.169,45.95843,3102.46278,43.64896,70.56,50.35161,10216846
"blr",1991,22.22222,9.35712,13.13,11.57,33.33333,3063.72991,33.33333,70.15,50.39916,10226493
"blr",1992,22.82609,8.55365,12.43,12.036,59.78261,2763.64748,57.6087,69.68,50.36675,10219918
"blr",1993,17.15736,7.52596,11.74,12.534,67.61421,2547.87401,83.35025,68.95,50.27111,10200510
"blr",1994,13.58961,6.39477,11.09,13.042,71.2696,2252.41245,84.10611,68.64,50.13728,10173355
"blr",1995,15.7665,5.99205,10.49,13.535,49.66516,2024.69474,54.05303,68.29,49.98427,10142308
"blr",1996,15.0986,5.95153,9.989,13.993,46.3498,2088.35155,50.4251,68.33,49.82047,10109072
